Country,RE or Non-RE,Group Technology,Technology,Sub-Technology,Producer Type,Year,Electricity Generation (GWh),Electricity Installed Capacity (MW)
India,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2017,1093822.188,225255.295
India,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2018,1149472.673,241425.374
India,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2019,1204822.467,255831.328
India,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2020,1193453.534,254829.832
India,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2021,1195393.597,255726.427
India,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2022,1287111.667,256971.182
India,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2023,,261395.51
India,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,All types,2000,,
India,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,All types,2001,,
India,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,All types,2002,,
India,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,All types,2003,,
India,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,All types,2004,,
India,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,All types,2005,,
India,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,All types,2006,,
India,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,All types,2007,,
India,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,All types,2008,,
India,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,All types,2009,,
India,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,All types,2010,,
India,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,All types,2011,,
India,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,All types,2012,,
India,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,All types,2013,,
India,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,All types,2014,,
India,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,All types,2015,,
India,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,All types,2016,,
India,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,All types,2017,,
India,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,All types,2019,,
India,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,All types,2022,,
India,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2000,59268.981,12614.723
India,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2001,59128.383,13421.867
India,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2002,60233.74,14033.393
India,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2003,66255.598,14381.918
India,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2004,71606.205,14593.443
India,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2005,74643.813,15514.968
India,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2006,75710.014,16639.087
India,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2007,83348.25,18586.75
India,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2008,93201.522,18645
India,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2009,94205.268,21237.25
India,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2010,116028.23,22347.5
India,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2011,115646.368,24058.25
India,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2012,108297.88,23747.75
India,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2013,81683.047,26470.012
India,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2014,63877.937,28145.064
India,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2015,63709.079,30171.325
India,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2016,69141.384,31365.941
India,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2017,72854.422,32044.958
India,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2018,74022.14,33316.661
India,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2019,70505.567,32620.903
India,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2020,73571.229,32306.31
India,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2021,68674.894,31003.725
India,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2022,53958.953,30520.522
India,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2023,,30738.21
India,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2000,10534.577,6786.52
India,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2001,10857.251,7061.973
India,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2002,12058.078,7429.245
India,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2003,12496.026,7796.516
India,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2004,11376.001,8163.787
India,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2005,10637.956,8533.058
India,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2006,11732.038,8849.969
India,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2007,12909.25,9618.75
India,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2008,14289.035,9926.5
India,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2009,14269.73,10480.25
India,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2010,12082.84,10805.5
India,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2011,10424.392,11080
India,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2012,9333.158,12049.75
India,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2013,10706.434,12561.262
India,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2014,10972.373,13064.508
India,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2015,10712.202,13256.18
India,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2016,9117.919,13936.55
India,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2017,9300.446,14033.502
India,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2018,7728.51,15602.006
India,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2019,4691.525,13983.446
India,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2020,2270.314,16875.521
India,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2021,2625.425,18887.01
India,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2022,2393.885,19651.395
India,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2023,,19789.2
India,Total Non-Renewable,Nuclear,Nuclear,Nuclear,All types,2003,,
India,Total Non-Renewable,Nuclear,Nuclear,Nuclear,All types,2007,,
India,Total Non-Renewable,Nuclear,Nuclear,Nuclear,All types,2008,,
India,Total Non-Renewable,Nuclear,Nuclear,Nuclear,All types,2009,,
India,Total Non-Renewable,Nuclear,Nuclear,Nuclear,All types,2010,,
India,Total Non-Renewable,Nuclear,Nuclear,Nuclear,All types,2011,,
India,Total Non-Renewable,Nuclear,Nuclear,Nuclear,All types,2015,,
India,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2000,16902,2860
India,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2001,17545.25,2720
India,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2002,19453.75,2720
India,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2003,18987.5,2720
India,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2004,17587.75,2770
India,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2005,17089.25,3360
India,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2006,17693.5,3900
India,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2007,18340.75,4120
India,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2008,16449.5,4120
India,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2009,15854.36,4560
India,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2010,20543.93,4780
India,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2011,27771.44,4780
India,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2012,32431.448,4780
India,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2013,33206.53,4780
India,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2014,34696.228,5780
India,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2015,36429.56,5780
India,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2016,37539.182,5780
India,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2017,38023.432,6780
India,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2018,38212.74,6780
India,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2019,39977.562,6780
India,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2020,45611.608,6780
India,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2021,44049.825,6780
India,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2022,46799.295,6780
India,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2023,,7480
India,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2005,36.926,22.99
India,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2006,40.968,25.99
India,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2007,59.944,39.475
India,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2008,81.255,46.485
India,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2009,88.578,53.08
India,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2010,112.844,68.892
India,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2011,148.028,83.295
India,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2012,185.676,94.068
India,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2013,237.049,104.84
India,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2014,274.769,124.425
India,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2015,320.119,136.795
India,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2016,290.404,138.715
India,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2017,301.253,146.39
India,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2018,416.912,158.515
India,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2019,579.172,165.465
India,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2020,929.204,187.678
India,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2021,1536.136,217.055
India,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2022,1915.821,260.115
India,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2023,,291.445
India,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2000,1153.35,1535.6
India,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2001,1153.35,1685.6
India,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2002,1153.35,2135.6
India,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2003,1153.35,2435.6
India,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2004,1810.35,2435.6
India,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2005,2978.4,3235.6
India,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2006,3270.45,3635.6
India,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2007,4584.45,4085.6
India,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2008,4949.4,4785.6
India,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2009,4949.4,4785.6
India,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2010,4949.4,4785.6
India,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2011,4949.4,4785.6
India,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2012,4949.4,4785.6
India,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2013,4949.4,4785.6
India,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2014,4949.4,4785.6
India,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2015,4949.4,4785.6
India,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2016,4949.4,4785.6
India,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2017,4949.4,4785.6
India,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2018,4949.4,4785.6
India,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2019,4949.4,4785.6
India,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2020,4949.4,4785.6
India,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2021,4949.4,4785.6
India,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2022,4949.4,4785.6
India,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2023,,4785.6
India,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,Off-grid electricity,2000,,
India,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,Off-grid electricity,2001,,
